,Track,Artist,Genre,Album Title,Album Type,Release Date,Thumbnail,Acousticness,Danceability,Energy,Instrumentalness,Popularity,Speechiness,Track ID,Release Year
7009,Blow the Whistle,Too $hort,"cali rap, gangster rap, golden age hip hop, hyphy, oakland hip hop, west coast rap",Blow The Whistle,album,2006-08-28,https://i.scdn.co/image/ab67616d00004851e48bd3d406a9d91cc3178766,0.0042,0.907,0.625,0.0,0.6666666666666666,0.198,2lMg3lCMOGistaWBNGjuT3,2006
7010,B.O.B. - Bombs Over Baghdad,Outkast,"atl hip hop, dirty south rap, hip hop, old school atlanta hip hop, rap, southern hip hop",Stankonia,album,2000-10-31,https://i.scdn.co/image/ab67616d000048512350e31bc346a6c20e9de166,0.0555,0.746,0.978,4.11e-05,0.6565656565656566,0.0978,3WibbMr6canxRJXhNtAvLU,2000
7011,U and Dat (feat. T. Pain & Kandi Girl),E-40,"cali rap, gangster rap, hyphy, oakland hip hop, west coast rap",My Ghetto Report Card,album,2006-03-14,https://i.scdn.co/image/ab67616d00004851323ddf04bbf79029f3142087,0.0241,0.858,0.484,1.8e-06,0.6464646464646465,0.277,7g7M96UGiA7OR79H86gV4m,2006
7012,Wanna Get To Know You,G-Unit,"gangster rap, hardcore hip hop, hip hop, nyc rap, pop rap, queens hip hop, rap, southern hip hop",Beg For Mercy,album,2003-01-01,https://i.scdn.co/image/ab67616d000048515763a1ac1bce68a1af55b6e3,0.106,0.513,0.826,0.0,0.6464646464646465,0.132,1dHJETCn2X1R1YwVlMvSza,2003
7013,"Kick, Push",Lupe Fiasco,"chicago rap, conscious hip hop, hip hop, political hip hop, pop rap, rap, southern hip hop",Lupe Fiasco's Food & Liquor,album,2006-06-27,https://i.scdn.co/image/ab67616d00004851a81ec0503c55850ad4687940,0.164,0.652,0.809,0.0,0.6464646464646465,0.17,6nz35DNIzbtj5ztpDEcW1j,2006
7014,Area Codes,Ludacris,"atl hip hop, dance pop, dirty south rap, hip hop, old school atlanta hip hop, pop rap, rap, southern hip hop, trap",Word Of Mouf,album,2001-01-01,https://i.scdn.co/image/ab67616d0000485145b6350245f9ab800433a3c5,0.399,0.86,0.688,0.0,0.6464646464646465,0.434,3lcC9CnN7Rpo1ugATzmYjY,2001
7015,Izzo (H.O.V.A.),JAY-Z,"east coast hip hop, gangster rap, hip hop, pop rap, rap",The Blueprint (Explicit Version),album,2001-09-11,https://i.scdn.co/image/ab67616d000048511b3f6f34954118500ed3e7a7,0.0178,0.618,0.844,0.000126,0.6464646464646465,0.342,4h5KBcltGefua73AUPYps7,2001
7016,Shawty (feat. T Pain),Plies,"dirty south rap, miami hip hop, southern hip hop, trap",The Real Testament,album,2007-08-06,https://i.scdn.co/image/ab67616d000048512d9f3326c45a2733eea2164f,0.0419,0.444,0.708,0.0,0.6464646464646465,0.126,0mYoKqA23wUUj7BTEgNzjg,2007
7017,Always On Time,Ja Rule,"dance pop, east coast hip hop, gangster rap, hip hop, hip pop, pop rap, queens hip hop, rap, urban contemporary",Pain Is Love,album,2003-01-01,https://i.scdn.co/image/ab67616d000048510544679d8b2d7a577586631c,0.202,0.832,0.699,0.0,0.6363636363636364,0.209,2lXJr5BkUPZpQUV2ZGN1Wv,2003
7019,Rollout (My Business),Ludacris,"atl hip hop, dance pop, dirty south rap, hip hop, old school atlanta hip hop, pop rap, rap, southern hip hop, trap",Word Of Mouf,album,2001-01-01,https://i.scdn.co/image/ab67616d0000485145b6350245f9ab800433a3c5,0.0949,0.921,0.668,0.0,0.6464646464646465,0.235,4SyadrABZJIjeND1HPJS31,2001
7020,Good Times,Styles P,"battle rap, dirty south rap, east coast hip hop, hardcore hip hop",A Gangster And A Gentleman,album,2002-01-01,https://i.scdn.co/image/ab67616d0000485163b0407abcf3d2bad8431bb0,0.157,0.697,0.761,0.0,0.6363636363636364,0.302,7cFpB4ozcSwXuhqjvNbrbP,2002
7021,I Just Wanna Love U (Give It 2 Me),JAY-Z,"east coast hip hop, gangster rap, hip hop, pop rap, rap",The Dynasty,album,2000-10-31,https://i.scdn.co/image/ab67616d00004851d6351422ffb0384cbd6af29c,0.301,0.8,0.922,9.31e-06,0.6363636363636364,0.24,0s46SltT4On0Z6kglK1I5c,2000
7022,Slow Jamz (feat. Kanye West & Jamie Foxx),Twista,"chicago rap, dirty south rap, gangster rap, trap",Kamikaze,album,2004-01-27,https://i.scdn.co/image/ab67616d0000485131a1692ccc97e4924773b3e4,0.373,0.561,0.764,0.0,0.6363636363636364,0.138,1boHm9rjmvzxpJASd9dnGK,2004
7023,Go DJ,Lil Wayne,"hip hop, new orleans rap, pop rap, rap, trap",Tha Carter,album,2004-01-01,https://i.scdn.co/image/ab67616d000048516ccc96d3e11c88362df2c987,0.0617,0.736,0.792,0.0,0.6363636363636364,0.146,4svCVV4VHEL3Z4efES868h,2004
7024,Westside Story,The Game,"gangster rap, hip hop, pop rap, rap, southern hip hop, trap",The Documentary,album,2005-01-01,https://i.scdn.co/image/ab67616d00004851b1d860ab1ba847e778b2796d,0.16,0.876,0.647,0.0,0.6363636363636364,0.28,0lOe1dR2TNkJMCjIcRuw6T,2005
7025,Whoa!,Black Rob,"dirty south rap, hardcore hip hop, harlem hip hop",Life Story,album,2000-01-01,https://i.scdn.co/image/ab67616d00004851f7c78b80cf66e5aae374a7d4,0.0579,0.736,0.705,0.0,0.6363636363636364,0.24,71u5SjnkSQgzIt1UzHchbi,2000
7026,"My Neck, My Back (Lick It)",Khia,"hip pop, trap queen",Thug Misses (Digitally Remastered),album,2015-05-05,https://i.scdn.co/image/ab67616d00004851c1bcb570a5fcbdcce74c2b07,0.0296,0.859,0.625,0.0,0.6363636363636364,0.13,5r29mFrurlVBbqJzjr2XW6,2015
7027,"Bust It Baby, Pt. 2 (feat. Ne-Yo)",Plies,"dirty south rap, miami hip hop, southern hip hop, trap",Definition of Real,album,2008-06-10,https://i.scdn.co/image/ab67616d0000485163130d152ee0f8e56b9790d4,0.154,0.648,0.801,0.0,0.6363636363636364,0.167,0exb0K7vsjf5bXWLJJhAuF,2008
7028,Made You Look,Nas,"conscious hip hop, east coast hip hop, gangster rap, hardcore hip hop, hip hop, queens hip hop, rap",God's Son,album,2002-12-13,https://i.scdn.co/image/ab67616d000048510b3331c0bfce749049377d70,0.172,0.658,0.936,0.0,0.6363636363636364,0.3,3qRPc4QpHGNwKFAzCdqwxA,2002
7029,Knuck If You Buck (feat. Lil' Scrappy),Crime Mob,"atl hip hop, crunk, dirty south rap, old school atlanta hip hop, southern hip hop",Crime Mob,album,2004-07-13,https://i.scdn.co/image/ab67616d00004851ce782a6af8a03f968a8bf8c5,0.0582,0.865,0.844,0.0,0.6363636363636364,0.311,0RZXNlGPvfMo54fd6uCvAT,2004
7030,Make It Rain,Fat Joe,"bronx hip hop, dirty south rap, east coast hip hop, gangster rap, hardcore hip hop, hip hop, pop rap, rap, trap","Me, Myself & I",album,2006-11-14,https://i.scdn.co/image/ab67616d00004851325d6857d7b1ddfed62e7f0d,0.0106,0.744,0.697,0.0,0.6262626262626263,0.197,4JPCdSaqs9dJd7RatFSHww,2006
7031,"Lean Wit It, Rock Wit It",Dem Franchize Boyz,"atl hip hop, crunk, dirty south rap, southern hip hop",On Top Of Our Game,album,2006-01-01,https://i.scdn.co/image/ab67616d000048510b7ca7ba01c2f0393c3a9292,0.082,0.886,0.62,0.0,0.6262626262626263,0.307,7cVmKBwzPsh4Fmb6SplfEm,2006
7032,Pump It Up,Joe Budden,"battle rap, hardcore hip hop, new jersey rap",Joe Budden,album,2003-06-10,https://i.scdn.co/image/ab67616d0000485146efda13942b94aea34382cf,0.0373,0.484,0.847,0.0,0.6262626262626263,0.349,7tDbbfzB1d52lWP8rq8zRZ,2003
7033,Turn My Swag On,Soulja Boy,"atl hip hop, chicago bop, dance pop, pop rap, rap, southern hip hop, trap",iSouljaBoyTellem,album,2008-01-01,https://i.scdn.co/image/ab67616d000048516aef62bd0a60aac7df9a9e37,0.000969,0.546,0.712,0.0,0.6262626262626263,0.0269,6ATrsVaZT7XjkCynxM8cTS,2008
7034,Sittin' Sidewayz (feat. Big Pokey),Paul Wall,"chopped and screwed, crunk, dirty south rap, houston rap",The People's Champ,album,2005-07-19,https://i.scdn.co/image/ab67616d00004851c510ed25b9359f2888edb57f,0.00469,0.721,0.621,0.0103,0.6262626262626263,0.306,24PWKmemCvqfyVXODhoKHW,2005
7035,I'm a Thug,Trick Daddy,"crunk, dirty south rap, miami hip hop, southern hip hop",THUGS ARE US,album,2001-03-20,https://i.scdn.co/image/ab67616d00004851b61332a34d837963f6aff914,0.0275,0.933,0.561,0.0,0.6262626262626263,0.122,6j2aNuhJJUnRj6UHcvn5PI,2001
7036,I Luv It,Jeezy,"atl hip hop, crunk, dirty south rap, gangster rap, old school atlanta hip hop, rap, southern hip hop, trap",The Inspiration,album,2006-01-01,https://i.scdn.co/image/ab67616d000048515648193cce023bc5f418f5e9,0.000975,0.641,0.765,0.0,0.6262626262626263,0.0383,7qFxSPDUDMQNGBqTvK4aEj,2006
7037,There It Go (The Whistle Song),Juelz Santana,"gangster rap, harlem hip hop, nyc rap, pop rap, trap",What The Game's Been Missing!,album,2005-01-01,https://i.scdn.co/image/ab67616d00004851fdd368f6601801914cf29501,0.023,0.942,0.892,0.000897,0.6262626262626263,0.196,50UkypyQJbSQLaXHke5Yep,2005
7038,Hustler Musik,Lil Wayne,"hip hop, new orleans rap, pop rap, rap, trap",Tha Carter II,album,2005-01-01,https://i.scdn.co/image/ab67616d0000485176a53ad4f7db340cb12d51c4,0.362,0.661,0.746,0.0,0.6262626262626263,0.25,2334WaCjswLcRIRgTTPWaZ,2005
7039,Stuntin' Like My Daddy - Street,Birdman,"dirty south rap, southern hip hop",Like Father Like Son,album,2006-01-01,https://i.scdn.co/image/ab67616d000048518da932399ce7f587525587b6,0.00908,0.71,0.881,0.0,0.6262626262626263,0.0398,3rMyMv8EjKXoPnaRo2hdJN,2006
7040,What These Bitches Want,DMX,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap",...And Then There Was X,album,1999-12-21,https://i.scdn.co/image/ab67616d00004851581d9fcb8a2e6d600d59b819,0.106,0.672,0.837,0.0,0.6161616161616161,0.315,57kdeoYzgGaKzRWj4XM1u8,1999
7041,Selfish,Slum Village,"alternative hip hop, detroit hip hop, hardcore hip hop, hip hop",Detroit Deli (A Taste Of Detroit),album,2004-01-01,https://i.scdn.co/image/ab67616d000048511f97d8b1eb559b99c1c12db6,0.221,0.71,0.597,0.0,0.6161616161616161,0.239,7sZCAHP2duHwr5M5K7lHsb,2004
7042,On Fire,Lloyd Banks,"gangster rap, hardcore hip hop, hip hop, pop rap, queens hip hop, rap, trap",The Hunger For More,album,2004-01-01,https://i.scdn.co/image/ab67616d00004851c8789da04949019737754842,0.0923,0.759,0.825,0.00057,0.6161616161616161,0.22,0B2ZuTLZnWQ6gz8RlNwBu1,2004
7043,Stand Up,Ludacris,"atl hip hop, dance pop, dirty south rap, hip hop, old school atlanta hip hop, pop rap, rap, southern hip hop, trap",Chicken - N - Beer,album,2003-01-01,https://i.scdn.co/image/ab67616d000048512018e8c7b1afffd34c930147,0.367,0.751,0.84,0.0,0.6161616161616161,0.349,2CtCwQhY0ZLvr8L2l8Bo6e,2003
7044,Lemonade,Gucci Mane,"atl hip hop, dirty south rap, hip hop, rap, southern hip hop, trap",The State vs. Radric Davis (Deluxe),album,2009-12-04,https://i.scdn.co/image/ab67616d000048517306cc70e6fd7464e59a0d20,0.643,0.741,0.658,3.43e-06,0.6060606060606061,0.0853,6rUcS9i07F6okIe8wujs5J,2009
7045,Fireman - Main,Lil Wayne,"hip hop, new orleans rap, pop rap, rap, trap",Tha Carter II,album,2005-01-01,https://i.scdn.co/image/ab67616d0000485176a53ad4f7db340cb12d51c4,0.0109,0.682,0.723,0.0,0.6060606060606061,0.211,0aq7ohTG6VDYQvsnAYtA5e,2005
7046,Gossip Folks (feat. Ludacris),Missy Elliott,"dance pop, hip hop, hip pop, neo soul, pop rap, r&b, rap, urban contemporary, virginia hip hop",Under Construction,album,2002-11-11,https://i.scdn.co/image/ab67616d0000485195d8583bba8f3cd794fa5bae,0.362,0.707,0.538,0.0,0.6060606060606061,0.505,75DjPjiIp2fvJDjtt41Jfs,2002
7047,So What,Field Mob,"atl hip hop, dirty south rap, old school atlanta hip hop",Light Poles And Pine Trees,album,2006-01-01,https://i.scdn.co/image/ab67616d00004851db0e053f5521391f345fe151,0.0579,0.931,0.486,0.0,0.6060606060606061,0.139,0Uc706myy6Th7I6KQ9xA1x,2006
7048,New York,Ja Rule,"dance pop, east coast hip hop, gangster rap, hip hop, hip pop, pop rap, queens hip hop, rap, urban contemporary",R.U.L.E.,album,2004-01-01,https://i.scdn.co/image/ab67616d000048517e81fb67084fb59858a43bf2,0.253,0.546,0.795,0.0,0.6060606060606061,0.444,7xXvPyOiFCsB5SSpio5g38,2004
7049,Touch It,Busta Rhymes,"east coast hip hop, hardcore hip hop, hip hop, pop rap, rap",The Big Bang,album,2006-01-01,https://i.scdn.co/image/ab67616d00004851cb985820fdad1b2ff5402141,0.0043,0.658,0.551,0.000108,0.6060606060606061,0.37,3HVJbdz0V402U5YggQK4Ao,2006
7052,Breathe,Faith Hill,"contemporary country, country, country dawn, country road",Breathe,album,1999-11-09,https://i.scdn.co/image/ab67616d00004851f4adbbdcd39b09e5f0b9e03e,0.173,0.529,0.496,0.0,0.6868686868686869,0.029,3y4LxiYMgDl4RethdzpmNe,1999
7053,It's My Life,Bon Jovi,"glam metal, rock",Crush,album,2000-01-01,https://i.scdn.co/image/ab67616d000048517a231174875d7930de9dad58,0.0263,0.551,0.913,1.35e-05,0.8282828282828283,0.0466,0v1XpBHnsbkCn7iJ9Ucr1l,2000
7057,Rock DJ,Robbie Williams,"dance rock, europop",Sing When You're Winning,album,2013-01-01,https://i.scdn.co/image/ab67616d0000485152653086ce6e1d2919efa534,0.026,0.712,0.762,0.0,0.5757575757575758,0.0326,7oQSevUCbYs4QawXTHQVV1,2013
7067,L'Amour Toujours,Gigi D'Agostino,"eurodance, italo dance",L'Amour Toujours,single,2001-05-23,https://i.scdn.co/image/ab67616d0000485195c70cc04573417548b47199,0.0771,0.638,0.877,0.0221,0.7777777777777778,0.0302,52LJ3hyknOijCrE5gCD0rE,2001
7068,Take A Look Around,Limp Bizkit,"alternative metal, funk metal, nu metal, post-grunge, rap metal, rock",Chocolate Starfish And The Hot Dog Flavored Water,album,2000-10-17,https://i.scdn.co/image/ab67616d000048514a31b146c7cf07705d912efe,0.0175,0.425,0.852,0.306,0.7676767676767676,0.046,2avKuMN2QXkaG9vvHa2JLt,2000
7072,Higher,Creed,"alternative metal, nu metal, post-grunge, rock",Human Clay,album,1999-01-01,https://i.scdn.co/image/ab67616d00004851f8f048a5f4749c970078a4fb,5.15e-05,0.459,0.83,0.00014,0.7474747474747475,0.0364,1ZozJfi8u9cO2Ob8KwiwNT,1999
7075,7 Days,Craig David,british soul,Born to Do It,album,2000-08-14,https://i.scdn.co/image/ab67616d000048517c2e92fb2302f8e8fcd9b389,0.23,0.659,0.812,0.0,0.7272727272727273,0.0487,0gPQTLaqHDgdupKEok7J2x,2000
7076,Sandstorm,Darude,"eurodance, finnish edm","Before the Storm, Special Edition",album,2001-01-01,https://i.scdn.co/image/ab67616d00004851f9ef39657ba18c612641ee6d,0.141,0.528,0.965,0.985,0.7272727272727273,0.0465,6Sy9BUbgFse0n0LPA5lwy5,2001
7078,My Love,Westlife,boy band,Coast To Coast (Expanded Edition),album,2000-01-01,https://i.scdn.co/image/ab67616d0000485115f19e3b1fbfc5a2f164fb6a,0.098,0.491,0.593,0.0,0.7272727272727273,0.0255,5p0ietGkLNEqx1Z7ijkw5g,2000
7082,Show Me the Meaning of Being Lonely,Backstreet Boys,"boy band, dance pop, pop",Millennium,album,1999-05-18,https://i.scdn.co/image/ab67616d000048512160c02bc56f192df0f4986b,0.231,0.63,0.625,0.0,0.7171717171717171,0.0252,3BsaRV5QIulYz2lV9WWa8T,1999
7084,He Wasn't Man Enough,Toni Braxton,"contemporary r&b, dance pop, r&b, urban contemporary",The Heat,album,2000-01-01,https://i.scdn.co/image/ab67616d00004851126720399a6b06e1c6bd46c6,0.00916,0.739,0.947,3.14e-05,0.7171717171717171,0.0411,7f1Dmr246cJ9uQYdbplTbh,2000
7085,Can't Fight The Moonlight,LeAnn Rimes,"contemporary country, country, country dawn, country road",I Need You,album,2001-01-30,https://i.scdn.co/image/ab67616d000048515cf523cc3dd38a682bf9cd7e,0.403,0.628,0.834,0.0,0.7171717171717171,0.0497,2AogRMqARWyUP7VQ3gmSoY,2001
7086,Lucky,Britney Spears,"dance pop, pop",Oops!... I Did It Again,album,2000-05-16,https://i.scdn.co/image/ab67616d000048512aa20611c7fb964a74ab01a6,0.262,0.765,0.791,0.000154,0.696969696969697,0.0317,2TTYIwTM2iLC1YOyHuhRMt,2000
7087,Try Again,Aaliyah,"contemporary r&b, dance pop, hip pop, r&b, urban contemporary",Aaliyah,album,2001-07-07,https://i.scdn.co/image/ab67616d00004851adf8657e1af5397243934673,0.0789,0.794,0.662,0.0,0.696969696969697,0.249,6Wnlq1Pu3I0BajLvxn05Vr,2001
7089,I Wanna Know,Joe,"contemporary r&b, r&b, urban contemporary",My Name Is Joe,album,2000-04-18,https://i.scdn.co/image/ab67616d00004851a922b88ddf084fada794caf9,0.26,0.725,0.487,1.09e-05,0.696969696969697,0.0368,1m2xMsxbtxv21Brome189p,2000
7091,I Hope You Dance,Lee Ann Womack,"contemporary country, country, country dawn, country road",I Hope You Dance,album,2000-01-01,https://i.scdn.co/image/ab67616d0000485163b3168c1970294e9ce5c415,0.0632,0.385,0.443,0.0,0.6868686868686869,0.0295,65B1tEOv5W294uCKbmEcFV,2000
7092,This I Promise You,*NSYNC,"boy band, dance pop, pop",No Strings Attached,album,2000-03-21,https://i.scdn.co/image/ab67616d00004851a6cb8fab778e1efc406a5909,0.354,0.55,0.587,0.0,0.6868686868686869,0.0329,46n2EGFnPC3tzWCN1Aqe26,2000
7093,Sexbomb,Tom Jones,"adult standards, british invasion",Reload,album,1999-01-01,https://i.scdn.co/image/ab67616d0000485113b37e7dd8f09d2e3c99c826,0.144,0.801,0.876,1.38e-05,0.6868686868686869,0.0446,7GHKA8GIMcND6c5nN1sFnD,1999
7095,Who Let The Dogs Out,Baha Men,bahamian pop,Who Let The Dogs Out,album,2000-01-01,https://i.scdn.co/image/ab67616d0000485136c901204dd54a716c64932b,0.0605,0.869,0.887,0.0,0.6868686868686869,0.0993,1H5tvpoApNDxvxDexoaAUo,2000
7096,That's the Way It Is,Céline Dion,canadian pop,The Very Best of Celine Dion,compilation,1999-01-01,https://i.scdn.co/image/ab67616d0000485146604a5c588e572cca6d80f1,0.154,0.634,0.886,0.0,0.6767676767676768,0.0434,5s4catxeZsaWFnOrvrXZHf,1999
7097,Beautiful Day,U2,"irish rock, permanent wave, rock",All That You Can't Leave Behind,album,2000-01-01,https://i.scdn.co/image/ab67616d00004851e3f4221446f724b575a9aafb,0.014,0.539,0.926,0.00136,0.6767676767676768,0.0499,1VuBmEauSZywQVtqbxNqka,2000
7098,With Arms Wide Open,Creed,"alternative metal, nu metal, post-grunge, rock",Human Clay,album,1999-01-01,https://i.scdn.co/image/ab67616d00004851f8f048a5f4749c970078a4fb,0.00425,0.41,0.539,0.00089,0.6767676767676768,0.0302,0eKyHwckh9vQb8ncZ2DXCs,1999
7100,Incomplete,Sisqo,"contemporary r&b, dirty south rap, hip pop, r&b, urban contemporary",Unleash The Dragon,album,1999-01-01,https://i.scdn.co/image/ab67616d00004851227393028d2b83ced8e74d9b,0.282,0.746,0.443,0.0,0.6767676767676768,0.0771,3w8Mw9GHYepoTWOSdiyosj,1999
7105,Shackles (Praise You),Mary Mary,"gospel, gospel r&b",Go Get It,album,2000-01-01,https://i.scdn.co/image/ab67616d0000485185ba427424ce99a14c88685e,0.0343,0.779,0.834,0.0,0.6666666666666666,0.162,7JKEA8xYDoFp4q0QBW2PGg,2000
7106,Fool Again,Westlife,boy band,Westlife,album,1999-11-01,https://i.scdn.co/image/ab67616d0000485144ead2b3b8073d06a23c8580,0.0475,0.533,0.512,0.0,0.6666666666666666,0.0288,5Aa33rAPkp7f7l1aVqsHO8,1999
7109,Hemorrhage (In My Hands),Fuel,"alternative metal, nu metal, post-grunge",Something Like Human,album,2000-09-19,https://i.scdn.co/image/ab67616d00004851e02669b28cb76940fc63bed1,0.000144,0.301,0.823,0.000309,0.6464646464646465,0.0433,1sjrDQXqAa9V07FjKIlAQ4,2000
7111,Be Like That,3 Doors Down,"alternative metal, nu metal, post-grunge, rock",The Better Life,album,2000-01-01,https://i.scdn.co/image/ab67616d000048512868c4713a3912fd476b42f1,0.00528,0.487,0.702,4.97e-06,0.6363636363636364,0.0238,3PbHle8KhJp6GuO1jLdEmQ,2000
7112,Fill Me In,Craig David,british soul,Born to Do It,album,2000-08-14,https://i.scdn.co/image/ab67616d000048517c2e92fb2302f8e8fcd9b389,0.376,0.682,0.744,0.00951,0.6363636363636364,0.0365,0UzsDmdpw0Q14KU4hieQss,2000
7113,Born to Make You Happy,Britney Spears,"dance pop, pop",...Baby One More Time (Digital Deluxe Version),album,1999-01-12,https://i.scdn.co/image/ab67616d000048518e49866860c25afffe2f1a02,0.116,0.633,0.922,0.000465,0.6363636363636364,0.0454,4l1MNtoCiTxBwf6yxD7kFd,1999
7114,Shalala Lala,Vengaboys,"eurodance, europop",The Platinum Album,album,2000-03-13,https://i.scdn.co/image/ab67616d00004851308c6fa6c5d0d53668d25865,0.0504,0.751,0.901,0.00308,0.6262626262626263,0.0328,4pV49P2v3sxI0XYjUTmOl1,2000
7115,I Need You,LeAnn Rimes,"contemporary country, country, country dawn, country road",I Need You,album,2001-01-30,https://i.scdn.co/image/ab67616d000048515cf523cc3dd38a682bf9cd7e,0.02,0.478,0.736,9.58e-05,0.6262626262626263,0.0367,046MBhhgQJJghnbgZCkaAR,2001
7116,The Way You Love Me,Faith Hill,"contemporary country, country, country dawn, country road",Breathe,album,1999-11-09,https://i.scdn.co/image/ab67616d00004851f4adbbdcd39b09e5f0b9e03e,0.127,0.627,0.716,0.0,0.6262626262626263,0.0352,6vgN6KGstss0GnBbKlMNK9,1999
7117,I Turn to You,Christina Aguilera,"dance pop, pop",Christina Aguilera (Expanded Edition),album,1999-01-01,https://i.scdn.co/image/ab67616d00004851f89996e214be1763b2a9e948,0.38,0.599,0.47,0.0,0.6464646464646465,0.0376,4Do68W4FWO2hRAJCzG1lus,1999
7118,Thank God I Found You (feat. Joe & 98°),Mariah Carey,"dance pop, pop, urban contemporary",Rainbow,album,1999-11-02,https://i.scdn.co/image/ab67616d0000485176a25340423e6ca8125ed06d,0.592,0.348,0.532,0.0,0.6161616161616161,0.0331,1RS3LStQYhju50eBdD9Uul,1999
7119,Life Is A Rollercoaster,Ronan Keating,europop,Ronan,album,2000-01-01,https://i.scdn.co/image/ab67616d000048514acaf50f8a03a6972b555d7e,0.1,0.655,0.791,0.000124,0.6161616161616161,0.0302,1vlTMKVV0FxG6CxGTmSY3t,2000
7120,She Bangs - English Version,Ricky Martin,"latin pop, mexican pop, puerto rican pop",Sound Loaded,album,2000-01-01,https://i.scdn.co/image/ab67616d000048517067e13923911540f8bb7218,0.000915,0.63,0.95,6.51e-06,0.6161616161616161,0.0806,1uPrIHgYztXSkkcts9jet8,2000
7121,Never Be The Same Again,Melanie C,"dance pop, europop, talent show",Northern Star,album,1999-01-01,https://i.scdn.co/image/ab67616d000048516809892ec4db63e0a6ee661c,0.0921,0.689,0.685,0.0,0.6161616161616161,0.0478,79EAVfOpzgfHx3IE2BVFQv,1999
7122,There You Go,P!nk,"dance pop, pop",Can't Take Me Home (Expanded Edition),album,2000-04-04,https://i.scdn.co/image/ab67616d0000485157b84aeb215c8fa5412fcc3e,0.0854,0.822,0.847,0.0,0.6060606060606061,0.0917,6dJ2mSRaKE9ctYw9qWNGWQ,2000
7123,Be With You,Enrique Iglesias,"dance pop, latin pop, mexican pop",Enrique,album,1999-01-01,https://i.scdn.co/image/ab67616d00004851d7e8f8a721c820d787f8e940,0.0395,0.683,0.866,0.00161,0.6060606060606061,0.0329,2N4viTG9njqCa4c46YyWs1,1999
7124,Hey Baby (Radio Mix),DJ Ötzi,"classic schlager, german pop, oktoberfest, schlager",Hey Baby (Uh Ah),single,2010-04-25,https://i.scdn.co/image/ab67616d0000485102577bdef59f3136d3e4ddcf,0.123,0.666,0.968,0.0,0.6060606060606061,0.046,0HNXnhNZZtRZFLhP4hfyCP,2010
7125,Bent,Matchbox Twenty,"neo mellow, pop rock, post-grunge",Mad Season,album,2000-05-23,https://i.scdn.co/image/ab67616d000048513813e6d5d97334659fb1daed,0.0404,0.518,0.83,3.85e-06,0.6060606060606061,0.0386,6fA7akEuTUL3dW1V0GELaZ,2000
7126,Rise,GABRIELLE,"british soul, europop, new wave pop",Rise,album,2001-01-01,https://i.scdn.co/image/ab67616d000048518fdb084676b2c86231f4b244,0.315,0.558,0.481,8.83e-06,0.6060606060606061,0.026,63nkNgHkmfgjElTEnCzKYU,2001
